model,N,runs,train_batteries,test_batteries,MAE_mean,MAE_std,MAE_min,MAE_max,RMSE_mean,RMSE_std,RMSE_min,RMSE_max,MAPE_mean,MAPE_std,MAPE_min,MAPE_max,R2_mean,R2_std,R2_min,R2_max,MAE_cv
RandomForest,30,10,99,25,116.50976144112826,22.804278743728887,81.89954442460314,141.4973741847041,175.67272624985046,48.744814464238836,109.20597818180133,240.5804479002518,15.885596111308635,3.912706770251714,10.50104275236161,21.451390350073815,0.6620305367129738,0.10356954997900328,0.5238995839515423,0.8283684820282881,0.19572848198862516
XGBoost,10,10,99,25,131.93051892089844,19.029131025448482,99.8072998046875,156.3795947265625,192.82637314054472,40.15788042081894,123.55902334872033,239.42441062388696,17.82824423497226,4.177862985816463,12.283336902986177,23.167670709331073,0.5899206870137526,0.09270583703952391,0.4363544958272966,0.7229382793476027,0.14423600529349676
